MoveNum,ProcessID,SourceMachine,DestMachine,OriginalMachine,Service,MoveCost,Requirements,Improvement,Timestamp,SolutionId
14199,749,26,42,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14200,749,42,17,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14201,749,17,60,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14202,749,60,36,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14203,749,36,9,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14204,749,9,36,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14205,749,36,49,44,739,1,"[2040,1952,88357,2158]",20.0085,1752530054028,107
14206,242,14,0,61,245,1,"[21696,20775,48104,3642]",20.0198,1752530054028,107
14207,242,0,11,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14208,242,11,15,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14209,242,15,52,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14210,242,52,54,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14211,242,54,71,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14212,242,71,26,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14213,242,26,42,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14214,242,42,17,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14215,242,17,60,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14216,242,60,36,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14217,242,36,42,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14218,242,42,14,61,245,1,"[21696,20775,48104,3642]",19.9798,1752530054028,107
14219,67,49,0,49,73,1,"[74451,86112,22043,19395]",20.0198,1752530054028,107
14220,67,0,52,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14221,67,52,54,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14222,67,54,71,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14223,67,71,96,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14224,67,96,60,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14225,67,60,0,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14226,67,0,49,49,73,1,"[74451,86112,22043,19395]",19.9678,1752530054028,107
14227,201,51,0,51,204,1,"[14592,8606,1465,67954]",20.0198,1752530054028,107
14228,201,0,50,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14229,201,50,52,51,204,1,"[14592,8606,1465,67954]",20.0117,1752530054028,107
14230,201,52,71,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14231,201,71,23,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14232,201,23,26,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14233,201,26,42,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14234,201,42,60,51,204,1,"[14592,8606,1465,67954]",20.0117,1752530054028,107
14235,201,60,9,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14236,201,9,50,51,204,1,"[14592,8606,1465,67954]",20.0116,1752530054028,107
14237,201,50,51,51,204,1,"[14592,8606,1465,67954]",20.0117,1752530054028,107
14238,669,5,0,5,660,1,"[16821,10330,1853,61535]",20.0198,1752530054028,107
14239,669,0,50,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14240,669,50,52,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14241,669,52,71,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14242,669,71,23,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14243,669,23,26,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14244,669,26,42,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14245,669,42,60,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14246,669,60,9,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14247,669,9,50,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14248,669,50,5,5,660,1,"[16821,10330,1853,61535]",20.0180,1752530054028,107
14249,277,43,60,43,280,1,"[3549,1919,604133,4007]",20.0198,1752530054028,107
14250,277,60,36,43,280,1,"[3549,1919,604133,4007]",19.5268,1752530054028,107
14251,277,36,43,43,280,1,"[3549,1919,604133,4007]",19.5269,1752530054028,107
14252,313,43,0,43,314,1,"[1014,1495,110715,6825]",20.0198,1752530054028,107
14253,313,0,11,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14254,313,11,15,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14255,313,15,52,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14256,313,52,55,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14257,313,55,42,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14258,313,42,17,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14259,313,17,60,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14260,313,60,36,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14261,313,36,9,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14262,313,9,36,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14263,313,36,43,43,314,1,"[1014,1495,110715,6825]",19.9916,1752530054028,107
14264,170,38,0,38,173,1,"[30672,46328,5968,6382]",20.0198,1752530054028,107
14265,170,0,11,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054028,107
14266,170,11,52,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054028,107
14267,170,52,54,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054028,107
14268,170,54,71,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14269,170,71,92,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14270,170,92,96,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14271,170,96,23,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14272,170,23,26,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14273,170,26,42,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14274,170,42,17,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14275,170,17,60,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14276,170,60,36,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14277,170,36,11,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14278,170,11,38,38,173,1,"[30672,46328,5968,6382]",19.9761,1752530054029,107
14279,156,52,0,52,159,1,"[23823,41512,18706,4930]",20.0198,1752530054029,107
14280,156,0,11,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14281,156,11,15,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14282,156,15,54,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14283,156,54,71,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14284,156,71,92,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14285,156,92,96,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14286,156,96,26,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14287,156,26,42,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14288,156,42,17,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14289,156,17,60,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14290,156,60,36,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14291,156,36,0,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14292,156,0,52,52,159,1,"[23823,41512,18706,4930]",19.9925,1752530054029,107
14293,862,27,0,41,849,1,"[1068,779,86317,572]",20.0198,1752530054029,107
14294,862,0,11,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14295,862,11,15,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14296,862,15,40,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14297,862,40,46,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14298,862,46,52,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14299,862,52,55,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14300,862,55,71,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14301,862,71,16,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14302,862,16,26,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14303,862,26,42,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14304,862,42,17,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14305,862,17,60,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14306,862,60,36,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14307,862,36,9,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14308,862,9,0,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14309,862,0,27,41,849,1,"[1068,779,86317,572]",20.0192,1752530054029,107
14310,830,17,60,17,817,1,"[1689,1182,692223,1828]",20.0198,1752530054029,107
14311,830,60,36,17,817,1,"[1689,1182,692223,1828]",19.4440,1752530054029,107
14312,830,36,60,17,817,1,"[1689,1182,692223,1828]",19.4440,1752530054029,107
14313,830,60,17,17,817,1,"[1689,1182,692223,1828]",19.4440,1752530054029,107
14314,275,50,0,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14315,275,0,11,50,278,1,"[3783,7496,77175,2780]",20.0197,1752530054029,107
14316,275,11,15,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14317,275,15,40,50,278,1,"[3783,7496,77175,2780]",20.0197,1752530054029,107
14318,275,40,52,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14319,275,52,55,50,278,1,"[3783,7496,77175,2780]",20.0197,1752530054029,107
14320,275,55,71,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14321,275,71,26,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14322,275,26,42,50,278,1,"[3783,7496,77175,2780]",20.0197,1752530054029,107
14323,275,42,17,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14324,275,17,60,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14325,275,60,36,50,278,1,"[3783,7496,77175,2780]",20.0197,1752530054029,107
14326,275,36,9,50,278,1,"[3783,7496,77175,2780]",20.0197,1752530054029,107
14327,275,9,55,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14328,275,55,50,50,278,1,"[3783,7496,77175,2780]",20.0198,1752530054029,107
14329,467,44,0,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14330,467,0,50,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14331,467,50,52,44,461,1,"[6843,10585,20762,49171]",20.0197,1752530054029,107
14332,467,52,71,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14333,467,71,26,44,461,1,"[6843,10585,20762,49171]",20.0197,1752530054029,107
14334,467,26,42,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14335,467,42,60,44,461,1,"[6843,10585,20762,49171]",20.0197,1752530054029,107
14336,467,60,36,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14337,467,36,9,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14338,467,9,36,44,461,1,"[6843,10585,20762,49171]",20.0197,1752530054029,107
14339,467,36,44,44,461,1,"[6843,10585,20762,49171]",20.0198,1752530054029,107
14340,973,96,0,96,954,1,"[6117,4154,71557,5510]",20.0198,1752530054029,107
14341,973,0,11,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14342,973,11,15,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14343,973,15,52,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14344,973,52,55,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14345,973,55,71,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14346,973,71,26,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14347,973,26,42,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14348,973,42,17,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14349,973,17,60,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14350,973,60,36,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14351,973,36,9,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14352,973,9,55,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14353,973,55,96,96,954,1,"[6117,4154,71557,5510]",20.0196,1752530054029,107
14354,746,92,0,92,736,1,"[22509,34634,2387,27750]",20.0198,1752530054029,107
14355,746,0,11,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14356,746,11,15,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14357,746,15,52,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14358,746,52,54,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14359,746,54,71,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14360,746,71,96,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14361,746,96,23,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14362,746,23,26,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14363,746,26,42,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14364,746,42,60,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14365,746,60,36,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054029,107
14366,746,36,96,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054030,107
14367,746,96,92,92,736,1,"[22509,34634,2387,27750]",20.0041,1752530054030,107
14368,290,17,0,17,293,1,"[14667,14625,42217,15738]",20.0198,1752530054030,107
14369,290,0,11,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14370,290,11,15,17,293,1,"[14667,14625,42217,15738]",20.0198,1752530054030,107
14371,290,15,52,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14372,290,52,54,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14373,290,54,71,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14374,290,71,26,17,293,1,"[14667,14625,42217,15738]",20.0198,1752530054030,107
14375,290,26,42,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14376,290,42,60,17,293,1,"[14667,14625,42217,15738]",20.0198,1752530054030,107
14377,290,60,36,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14378,290,36,11,17,293,1,"[14667,14625,42217,15738]",20.0197,1752530054030,107
14379,290,11,17,17,293,1,"[14667,14625,42217,15738]",20.0198,1752530054030,107
14380,363,87,0,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14381,363,0,11,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14382,363,11,15,87,5,1,"[3846,2535,75214,5084]",20.0197,1752530054030,107
14383,363,15,52,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14384,363,52,55,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14385,363,55,71,87,5,1,"[3846,2535,75214,5084]",20.0197,1752530054030,107
14386,363,71,26,87,5,1,"[3846,2535,75214,5084]",20.0197,1752530054030,107
14387,363,26,42,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14388,363,42,17,87,5,1,"[3846,2535,75214,5084]",20.0197,1752530054030,107
14389,363,17,60,87,5,1,"[3846,2535,75214,5084]",20.0197,1752530054030,107
14390,363,60,36,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14391,363,36,9,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14392,363,9,36,87,5,1,"[3846,2535,75214,5084]",20.0197,1752530054030,107
14393,363,36,87,87,5,1,"[3846,2535,75214,5084]",20.0198,1752530054030,107
14394,968,63,0,63,1,1,"[13836,22610,148338,2776]",20.0198,1752530054030,107
14395,968,0,11,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14396,968,11,40,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14397,968,40,52,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14398,968,52,42,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14399,968,42,60,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14400,968,60,36,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14401,968,36,63,63,1,1,"[13836,22610,148338,2776]",19.9135,1752530054030,107
14402,282,32,0,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14403,282,0,50,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14404,282,50,52,32,285,1,"[9732,6897,4027,64434]",20.0197,1752530054030,107
14405,282,52,71,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14406,282,71,23,32,285,1,"[9732,6897,4027,64434]",20.0197,1752530054030,107
14407,282,23,26,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14408,282,26,42,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14409,282,42,60,32,285,1,"[9732,6897,4027,64434]",20.0197,1752530054030,107
14410,282,60,9,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14411,282,9,0,32,285,1,"[9732,6897,4027,64434]",20.0197,1752530054030,107
14412,282,0,32,32,285,1,"[9732,6897,4027,64434]",20.0198,1752530054030,107
14413,727,27,0,78,718,1,"[903,1168,82702,201]",20.0198,1752530054030,107
14414,727,0,11,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14415,727,11,15,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14416,727,15,40,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14417,727,40,46,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14418,727,46,52,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14419,727,52,55,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14420,727,55,71,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14421,727,71,16,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14422,727,16,26,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14423,727,26,42,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14424,727,42,17,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14425,727,17,60,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14426,727,60,36,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14427,727,36,9,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14428,727,9,46,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14429,727,46,27,78,718,1,"[903,1168,82702,201]",20.0196,1752530054030,107
14430,705,50,0,50,696,1,"[23685,37760,17447,28962]",20.0198,1752530054030,107
14431,705,0,11,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14432,705,11,15,50,696,1,"[23685,37760,17447,28962]",20.0198,1752530054030,107
14433,705,15,52,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14434,705,52,54,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14435,705,54,71,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14436,705,71,96,50,696,1,"[23685,37760,17447,28962]",20.0198,1752530054030,107
14437,705,96,26,50,696,1,"[23685,37760,17447,28962]",20.0198,1752530054030,107
14438,705,26,42,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14439,705,42,60,50,696,1,"[23685,37760,17447,28962]",20.0198,1752530054030,107
14440,705,60,36,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14441,705,36,96,50,696,1,"[23685,37760,17447,28962]",20.0197,1752530054030,107
14442,705,96,50,50,696,1,"[23685,37760,17447,28962]",20.0198,1752530054030,107
14443,700,42,71,42,691,1,"[206915,229056,4083,79802]",20.0198,1752530054030,107
14444,700,71,23,42,691,1,"[206915,229056,4083,79802]",19.8583,1752530054030,107
14445,700,23,71,42,691,1,"[206915,229056,4083,79802]",19.8583,1752530054030,107
14446,700,71,42,42,691,1,"[206915,229056,4083,79802]",19.8583,1752530054030,107
14447,535,84,0,84,527,1,"[16440,10172,1776,83096]",20.0198,1752530054031,107
14448,535,0,71,84,527,1,"[16440,10172,1776,83096]",19.9937,1752530054031,107
14449,535,71,23,84,527,1,"[16440,10172,1776,83096]",19.9937,1752530054031,107
14450,535,23,26,84,527,1,"[16440,10172,1776,83096]",19.9937,1752530054031,107
14451,535,26,42,84,527,1,"[16440,10172,1776,83096]",19.9937,1752530054031,107
14452,535,42,60,84,527,1,"[16440,10172,1776,83096]",19.9938,1752530054031,107
14453,535,60,9,84,527,1,"[16440,10172,1776,83096]",19.9937,1752530054031,107
14454,535,9,42,84,527,1,"[16440,10172,1776,83096]",19.9937,1752530054031,107
14455,535,42,84,84,527,1,"[16440,10172,1776,83096]",19.9938,1752530054031,107
14456,680,51,0,51,671,1,"[9258,8260,63327,2356]",20.0198,1752530054031,107
14457,680,0,11,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14458,680,11,15,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14459,680,15,40,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14460,680,40,52,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14461,680,52,55,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14462,680,55,71,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14463,680,71,26,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14464,680,26,42,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14465,680,42,17,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14466,680,17,60,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14467,680,60,36,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14468,680,36,9,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14469,680,9,55,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14470,680,55,51,51,671,1,"[9258,8260,63327,2356]",20.0120,1752530054031,107
14471,756,31,0,31,746,1,"[14193,17727,145425,14777]",20.0198,1752530054031,107
14472,756,0,11,31,746,1,"[14193,17727,145425,14777]",19.9545,1752530054031,107
14473,756,11,52,31,746,1,"[14193,17727,145425,14777]",19.9545,1752530054031,107
14474,756,52,42,31,746,1,"[14193,17727,145425,14777]",19.9545,1752530054031,107
14475,756,42,60,31,746,1,"[14193,17727,145425,14777]",19.9545,1752530054031,107
14476,756,60,36,31,746,1,"[14193,17727,145425,14777]",19.9545,1752530054031,107
14477,756,36,31,31,746,1,"[14193,17727,145425,14777]",19.9545,1752530054031,107
14478,127,31,40,31,130,1,"[1254,695,301242,578]",20.0198,1752530054031,107
14479,127,40,52,31,130,1,"[1254,695,301242,578]",19.8238,1752530054031,107
14480,127,52,42,31,130,1,"[1254,695,301242,578]",19.8238,1752530054031,107
14481,127,42,60,31,130,1,"[1254,695,301242,578]",19.8238,1752530054031,107
14482,127,60,36,31,130,1,"[1254,695,301242,578]",19.8238,1752530054031,107
14483,127,36,31,31,130,1,"[1254,695,301242,578]",19.8238,1752530054031,107
14484,446,10,0,10,440,1,"[49356,76291,58837,24222]",20.0198,1752530054031,107
14485,446,0,52,10,440,1,"[49356,76291,58837,24222]",20.0197,1752530054031,107
14486,446,52,71,10,440,1,"[49356,76291,58837,24222]",20.0197,1752530054031,107
14487,446,71,26,10,440,1,"[49356,76291,58837,24222]",20.0198,1752530054031,107
14488,446,26,42,10,440,1,"[49356,76291,58837,24222]",20.0197,1752530054031,107
14489,446,42,60,10,440,1,"[49356,76291,58837,24222]",20.0198,1752530054031,107
14490,446,60,71,10,440,1,"[49356,76291,58837,24222]",20.0197,1752530054031,107
14491,446,71,10,10,440,1,"[49356,76291,58837,24222]",20.0198,1752530054031,107
14492,698,74,0,74,689,1,"[15048,16513,2031,48935]",20.0198,1752530054031,107
14493,698,0,50,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14494,698,50,52,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14495,698,52,71,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14496,698,71,23,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14497,698,23,26,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14498,698,26,42,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14499,698,42,60,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14500,698,60,36,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14501,698,36,0,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054031,107
14502,698,0,74,74,689,1,"[15048,16513,2031,48935]",20.0056,1752530054032,107
14503,818,74,0,74,805,1,"[3471,3300,56592,18268]",20.0198,1752530054032,107
14504,818,0,11,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14505,818,11,15,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14506,818,15,52,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14507,818,52,55,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14508,818,55,71,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14509,818,71,26,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14510,818,26,42,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14511,818,42,17,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14512,818,17,60,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14513,818,60,36,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14514,818,36,9,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14515,818,9,0,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14516,818,0,74,74,805,1,"[3471,3300,56592,18268]",20.0165,1752530054032,107
14517,576,73,0,73,568,1,"[31926,29246,4022,16133]",20.0198,1752530054032,107
14518,576,0,11,73,568,1,"[31926,29246,4022,16133]",20.0198,1752530054032,107
14519,576,11,52,73,568,1,"[31926,29246,4022,16133]",20.0197,1752530054032,107
14520,576,52,54,73,568,1,"[31926,29246,4022,16133]",20.0198,1752530054032,107
14521,576,54,71,73,568,1,"[31926,29246,4022,16133]",20.0198,1752530054032,107
14522,576,71,96,73,568,1,"[31926,29246,4022,16133]",20.0197,1752530054032,107
14523,576,96,23,73,568,1,"[31926,29246,4022,16133]",20.0197,1752530054032,107
